Timestamp,Model,Num_Replicas,Tensor_Parallel,Pipeline_Parallel,E2E_Avg,E2E_P50,E2E_P90,E2E_P99,Exec_Avg,Exec_P50,Exec_P90,Exec_P99
2025-07-24_04-02-11-423448,meta-llama/Meta-Llama-3-8B,1,1,1,11.666581326666666,11.714875,13.9989199,14.691265479999998,11.337786620000001,11.310347,13.932857,14.64407083
2025-07-24_04-02-41-386615,meta-llama/Meta-Llama-3-8B,1,2,1,8.875664006666666,8.935678,11.1704909,11.793451929999998,8.800041873333333,8.802893,11.132612,11.77098229
2025-07-24_04-03-11-358811,meta-llama/Meta-Llama-3-8B,1,4,1,7.667196126666668,7.710479,9.888596900000001,10.46443877,7.605423666666666,7.6041620000000005,9.865494,10.44817647
2025-07-24_04-03-42-062881,meta-llama/Meta-Llama-3-8B,1,8,1,6.77590858,6.768696,8.9098029,9.437288829999998,6.736658986666668,6.701694,8.894479,9.42533679
2025-07-24_04-04-13-383865,meta-llama/Meta-Llama-3-8B,2,1,1,8.8851002,8.9394215,10.9696175,11.343374429999999,8.832011340000003,8.798554,10.9525241,11.343091209999999
2025-07-24_04-04-46-484216,meta-llama/Meta-Llama-3-8B,2,2,1,6.50335122,6.535729,8.2902251,8.57865659,6.479412600000001,6.517269,8.246056,8.57586587
2025-07-24_04-05-19-153587,meta-llama/Meta-Llama-3-8B,2,4,1,6.577975913333335,6.6157995,7.953618199999999,8.22016605,6.563061386666667,6.58408,7.9381211,8.21736819
2025-07-24_04-05-53-464793,meta-llama/Meta-Llama-3-8B,4,1,1,6.433439993333332,6.474792,7.5434342999999995,7.7513654,6.426539419999999,6.449974,7.5405008,7.75000859
2025-07-24_04-06-27-518070,meta-llama/Meta-Llama-3-8B,4,2,1,4.801376613333334,4.834064,5.6240615,5.70899264,4.79748642,4.822158999999999,5.622115999999999,5.70560982
2025-07-24_04-07-03-687178,meta-llama/Meta-Llama-3-8B,8,1,1,5.392428233333334,5.4180795,5.9317875,6.00648097,5.387965486666667,5.416351000000001,5.926816,5.9989946000000005
